"Isolate_Pathname","Category","Assembly_Type","Sequencing_Kit","Filtering","Polishing","sample_id","num_contigs","size","gc","md5","rep_type(s)","rep_type_accession(s)","relaxase_type(s)","relaxase_type_accession(s)","mpf_type","mpf_type_accession(s)","orit_type(s)","orit_accession(s)","predicted_mobility","mash_nearest_neighbor","mash_neighbor_distance","mash_neighbor_identification","primary_cluster_id","secondary_cluster_id","predicted_host_range_overall_rank","predicted_host_range_overall_name","observed_host_range_ncbi_rank","observed_host_range_ncbi_name","reported_host_range_lit_rank","reported_host_range_lit_name","associated_pmid(s)"
"EC-A-9619-3S1-D-CuP-CeP_LRF_mobsuite","LRF","Long_Read ","Rapid","Filtered","Unpolished","AA738",1,247941,45.2289052637523,"a13442daebae807befadc0fd007efdc5","IncHI2A,rep_cluster_1088","BX664015,000340__KU353730","MOBH","NC_012555_00231","MPF_F","NC_005211_00207,NC_005211_00200,NC_009838_00006,NC_021845_00017,NC_005211_00030,NC_005211_00012","MOBH","NC_025190","conjugative","CP045449",0.00928558,"Salmonella enterica subsp. enterica serovar Schwarzengrund","AA738","AJ049","order","Enterobacterales","order","Enterobacterales","-","-","-"
"EC-A-9619-3S1-D-CuP-CeP_LRF_mobsuite","LRF","Long_Read ","Rapid","Filtered","Unpolished","AD669",1,45368,53.6214953271028,"2c3ca8d982bb52e32ad4527f767203fb","IncI-gamma/K1","KT186369","MOBP","NC_017643_00011","MPF_I","NC_017643_00033,NC_017643_00038,NC_017643_00039,NC_017643_00042,NC_017643_00047,NC_017643_00021","-","-","conjugative","CP002733",0.0451943,"Escherichia coli UMNK88","AD669","-","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 30761100; 25987637; 21470454; 29899511; 20851899"
"EC-A-9619-3S1-D-CuP-CeP_LRUFMP_mobsuite","LRUFMP","Long_Read ","Rapid","Unfiltered","Medaka_Pilon","AD669",1,45539,53.6243659281056,"9aad0056bed1fce0ff18225027afc4ff","IncI-gamma/K1","CP003290","MOBP","NC_017643_00011","MPF_I","NC_017643_00021,NC_017643_00033,NC_017643_00037,NC_017643_00038,NC_017643_00039,NC_017643_00041,NC_017643_00042,NC_017643_00047","-","-","conjugative","CP002733",0.0430292,"Escherichia coli UMNK88","AD669","-","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 30761100; 25987637; 21470454; 29899511; 20851899"
"EC-A-9619-3S1-D-CuP-CeP_LRUFMP_mobsuite","LRUFMP","Long_Read ","Rapid","Unfiltered","Medaka_Pilon","AA474",1,84108,50.0546915870072,"76d7ac2914f8359e5faddc514a6c7689","IncI-gamma/K1","KM409652","MOBP","NC_019097","MPF_I","NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_019111_00038,NC_022267_00057,NC_019097_00056","MOBP","NC_008460","conjugative","CP019996",0.000705841,"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1781","AA474","AI611","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 30761100; 25987637; 21470454; 29899511; 20851899"
"EC-A-9619-3S1-D-CuP-CeP_LRUFMP_mobsuite","LRUFMP","Long_Read ","Rapid","Unfiltered","Medaka_Pilon","AB685",1,3098,51.5171078114913,"3d1ce392e9e1666119645680f6eab087","Col(MG828)","NC_008486","-","-","-","-","MOBP,MOB_unknown","AB027308,JN985534","mobilizable","CP024465",0.00351914,"Klebsiella pneumoniae","AB685","AK562","order","Enterobacterales","order","Enterobacterales","genus","Escherichia",30761100
"EC-A-9619-3S1-D-CuP-CeP_LRUFMP_mobsuite","LRUFMP","Long_Read ","Rapid","Unfiltered","Medaka_Pilon","AA738",1,248555,45.2330470117278,"bebc91f6f97e0cce19c33f0bc47c8bd0","IncHI2A,rep_cluster_1088","BX664015,000340__KU353730","MOBH","NC_012555_00231","MPF_F","NC_005211_00207,NC_005211_00200,NC_005211_00005,NC_009838_00006,NC_021845_00017,NC_005211_00030,NC_005211_00012","MOBH","CP016716","conjugative","CP045449",0.00748619,"Salmonella enterica subsp. enterica serovar Schwarzengrund","AA738","AJ049","order","Enterobacterales","order","Enterobacterales","-","-","-"
"EC-A-9619-3S1-D-CuP-CeP_LRUFM_mobsuite","LRUFM","Long_Read ","Rapid","Unfiltered","Medaka","AA474",1,84396,50.1244134793118,"fe6754e79497461caf0c3d98562e4d2c","IncI-gamma/K1","KM409652","MOBP","CP023903_00055","MPF_I","NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_022267_00057,NC_019097_00056","MOBP","NC_008460","conjugative","CP019996",0.00291212,"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1781","AA474","AI611","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 30761100; 25987637; 21470454; 29899511; 20851899"
"EC-A-9619-3S1-D-CuP-CeP_LRUFM_mobsuite","LRUFM","Long_Read ","Rapid","Unfiltered","Medaka","AB685",1,3098,51.5171078114913,"3d1ce392e9e1666119645680f6eab087","Col(MG828)","NC_008486","-","-","-","-","MOBP,MOB_unknown","AB027308,JN985534","mobilizable","CP024465",0.00351914,"Klebsiella pneumoniae","AB685","AK562","order","Enterobacterales","order","Enterobacterales","genus","Escherichia",30761100
"EC-A-9619-3S1-D-CuP-CeP_LRUFM_mobsuite","LRUFM","Long_Read ","Rapid","Unfiltered","Medaka","AD669",1,45543,53.7096809608502,"74cbd12f65b2be6e9539d126c147075c","IncI-gamma/K1","CP003290","MOBP","NC_017643_00011","MPF_I","NC_017643_00021,NC_017643_00033,NC_017643_00038,NC_017643_00039,NC_017643_00041,NC_017643_00042,NC_017643_00047","-","-","conjugative","CP002733",0.0445606,"Escherichia coli UMNK88","AD669","-","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 30761100; 25987637; 21470454; 29899511; 20851899"
"EC-A-9619-3S1-D-CuP-CeP_LRUFM_mobsuite","LRUFM","Long_Read ","Rapid","Unfiltered","Medaka","AA738",1,248591,45.2888479470295,"455451cf04a04351543620669713de41","IncHI2A,rep_cluster_1088","BX664015,000340__KU353730","MOBH","NC_012555_00231","MPF_F","NC_005211_00207,NC_005211_00200,NC_005211_00005,NC_009838_00006,NC_021845_00017,NC_005211_00030,NC_005211_00012","MOBH","CP016716","conjugative","CP045449",0.00952763,"Salmonella enterica subsp. enterica serovar Schwarzengrund","AA738","AJ049","order","Enterobacterales","order","Enterobacterales","-","-","-"
"EC-A-9619-3S1-D-CuP-CeP_LRUF_mobsuite","LRUF","Long_Read ","Rapid","Unfiltered","Unpolished","AA738",1,247904,45.229201626436,"4d5182d919ff8e09834bc9ee2264380e","IncHI2A,rep_cluster_1088","BX664015,000340__KU353730","MOBH","NC_012555_00231","MPF_F","NC_005211_00207,NC_005211_00200,NC_009838_00006,NC_021845_00017,NC_005211_00030,NC_005211_00012","MOBH","NC_025190","conjugative","CP045449",0.00920555,"Salmonella enterica subsp. enterica serovar Schwarzengrund","AA738","AJ049","order","Enterobacterales","order","Enterobacterales","-","-","-"
"EC-A-9619-3S1-D-CuP-CeP_LRUF_mobsuite","LRUF","Long_Read ","Rapid","Unfiltered","Unpolished","AB685",1,3083,51.4758352254298,"c2d642b410e75304caa6c3eb6ec222e3","Col(MG828)","NC_008486","-","-","-","-","MOBP,MOB_unknown","AB027308,JN985534","mobilizable","CP024465",0.00662843,"Klebsiella pneumoniae","AB685","AK562","order","Enterobacterales","order","Enterobacterales","genus","Escherichia",30761100
"EC-A-9619-3S1-D-CuP-CeP_LRUF_mobsuite","LRUF","Long_Read ","Rapid","Unfiltered","Unpolished","AA474",1,84344,49.9940718960448,"e4451089c2369671832c15a7372d7122","IncI-gamma/K1","KM409652","MOBP,MOBP","CP023903_00055,NC_019097","MPF_I","NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_019111_00038,NC_022267_00057,NC_019097_00056","MOBP","NC_008460","conjugative","CP019996",0.00268639,"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1781","AA474","AI611","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 30761100; 25987637; 21470454; 29899511; 20851899"
"EC-A-9619-3S1-D-CuP-CeP_LRUF_mobsuite","LRUF","Long_Read ","Rapid","Unfiltered","Unpolished","AD669",1,45367,53.6160645403046,"1354780a66127fa9dbc33764ac8b8937","IncI-gamma/K1","CP003290","MOBP","NC_017643_00011","MPF_I","NC_017643_00021,NC_017643_00033,NC_017643_00037,NC_017643_00038,NC_017643_00039,NC_017643_00042,NC_017643_00047","-","-","conjugative","CP002733",0.0451943,"Escherichia coli UMNK88","AD669","-","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 30761100; 25987637; 21470454; 29899511; 20851899"
"EC-A-9619-3S1-D-CuP-CeP_LR_LUF_LLUF_mobsuite","LLUF","Long_Read ","Ligation","Unfiltered","Unpolished","AA738",1,247978,45.3475711555057,"30eedb282268d887b1a5c5770081bb1d","IncHI2A,rep_cluster_1088","BX664015,000340__KU353730","MOBH","NC_012555_00231","MPF_F","NC_009838_00006,NC_005211_00200,NC_005211_00207,NC_005211_00030,NC_021845_00017,NC_005211_00012","MOBH","NC_025190","conjugative","CP045449",0.0117112,"Salmonella enterica subsp. enterica serovar Schwarzengrund","AA738","AJ049","order","Enterobacterales","order","Enterobacterales","-","-","-"
"EC-A-9619-3S1-D-CuP-CeP_LR_LUF_LLUF_mobsuite","LLUF","Long_Read ","Ligation","Unfiltered","Unpolished","AA474",1,84368,50.1635691257349,"c642ae403dde7742e47618ecd19a5b58","IncI-gamma/K1","KM409652","MOBP,MOBP","CP023903_00055,WP_000991408","MPF_I","NZ_CM001473_00070,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_019111_00038,NC_022267_00057,NC_019097_00056,NC_019097_00085","MOBP","NC_008460","conjugative","CP019996",0.00541137,"Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1781","AA474","AI611","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 30761100; 25987637; 21470454; 29899511; 20851899"
"EC-A-9619-3S1-D-CuP-CeP_LR_LUF_LLUF_mobsuite","LLUF","Long_Read ","Ligation","Unfiltered","Unpolished","AD669",1,45385,53.7600528809078,"0458c99d304a5fe62a1003f9ea1de48c","IncI-gamma/K1","KT186369","MOBP","NC_017643_00011","MPF_I","NC_017643_00021,NC_017643_00033,NC_017643_00037,NC_017643_00038,NC_017643_00039,NC_017643_00041,NC_017643_00042,NC_017643_00047","-","-","conjugative","CP002733",0.0461689,"Escherichia coli UMNK88","AD669","-","order","Enterobacterales","family","Enterobacteriaceae","order","Enterobacterales","23333216; 30761100; 25987637; 21470454; 29899511; 20851899"
"EC-B1-2402-C3-H-CuP-CeN_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AA979",1,5463,47.208493501739,"da5096643a9570975f5705c595a6564d","Col156","CP001126_00001","MOBQ","NC_019783_00003","-","-","-","-","mobilizable","NC_016840",0.0226378,"Klebsiella pneumoniae subsp. pneumoniae HS11286","AA979","AJ483","family","Enterobacteriaceae","family","Enterobacteriaceae","genus","Escherichia",25389419
"EC-B1-2402-C3-H-CuP-CeN_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AD672",1,14634,54.6945469454695,"59b8b5ce610daa3199df8f68ab4a7c7d","-","-","-","-","-","-","-","-","non-mobilizable","CP024288",0.0437856,"Escherichia albertii","AD672","-","genus","Escherichia","genus","Escherichia","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AA378",1,93057,48.0232545644068,"965079a7e47330a357e1f333b199ece2","IncHI1B","000138__CP021336_00001","-","-","-","-","-","-","non-mobilizable","CP022733",0.0139988,"Escherichia coli","AA378","AI389","order","Enterobacterales","order","Enterobacterales","genus","Salmonella",18606786
"EC-B1-2402-C3-H-CuP-CeN_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AB241",2,4085,54.5410036719706,"9916a0eab5df978c7ba4b8e639723659","-","-","-","-","-","-","MOBP,MOBP","AB027308,AB027308","mobilizable","NC_021927",0.0181313,"Salmonella enterica subsp. enterica serovar Enteritidis","AB241","AJ946","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AA579",2,9663,47.9250750284591,"aedb556e757a72419318c81e6e263ad9","rep_cluster_1778,rep_cluster_1778","001198__NC_010486_00001,001202__CP011432_00001","MOBQ","NC_011411_00002","-","-","MOBQ,MOBQ,MOBQ,MOBQ","NC_009791,NC_013327,NC_009791,NC_013327","mobilizable","KT693145",0.025484,"Escherichia coli","AA579","-","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AB444",2,11508,46.6458116093153,"728db30456b5264b40bdfb7176bf06e8","rep_cluster_2350","CP041342_00001","MOBP,MOBP,MOBP","NC_019076_00002,NC_017321_00002,NC_019076_00002","-","-","MOBP,MOBP","KY014464,KR905387","mobilizable","AP019767",0.0185579,"Escherichia coli O111:H-","AB444","AK228","multi-phylla","Actinobacteria,Bacteroidetes,Firmicutes,Proteobacteria","multi-phylla","Actinobacteria,Bacteroidetes,Firmicutes,Proteobacteria","genus","Escherichia","6263753; 17122402; 26802429"
"EC-B1-2402-C3-H-CuP-CeN_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AA163",1,3371,55.3248294274696,"f3945ea052073685b085f0ee0717e0bb","-","-","MOBP","NC_014003_00004","-","-","MOBP","NZ_CP011065","mobilizable","CP034826",0.00541137,"Salmonella sp. SSDFZ54","AA163","AH811","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AC977",1,43610,45.6294427883513,"15d9e7e045e7c877dcee1dd2da12fd55","rep_cluster_2175","CP033354_00003","MOBP","NC_022650_00002","MPF_T","NC_023907_00079,NC_023907_00043,NC_023907_00045","-","-","conjugative","CP033354",0.00288374,"Salmonella enterica subsp. enterica","AC977","AM370","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AA332",3,58706,51.1327632609955,"ee4c6ffbb46fc2756681553b6ba8764e","IncFIA","CP022610_00144","MOBF","NC_017627_00068","MPF_F","NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_009837_00049,NC_013437_00116,08-5333_00200","-","-","conjugative","CP028193",0.0399018,"Escherichia coli","AA332","-","order","Enterobacterales","order","Enterobacterales","order","Enterobacterales","10773089; 25389419; 19897651; 24247128; 20851899; 22511964"
"EC-B1-2402-C3-H-CuP-CeN_HLF_mobsuite","HLF","Hybrid","Ligation","Filtered","Pilon","AA738",5,271664,45.7167677719536,"e1c9cc2f2be836831d64ed4489ea30d9","IncHI2A,rep_cluster_1088","BX664015,000340__KU353730","MOBH","NC_012555_00231","MPF_F","NC_005211_00207,NC_005211_00200,NC_005211_00030,NC_021845_00017,NC_009838_00006,NC_005211_00005,NC_005211_00012","MOBH","CP016716","conjugative","CP045449",0.00940624,"Salmonella enterica subsp. enterica serovar Schwarzengrund","AA738","AJ049","order","Enterobacterales","order","Enterobacterales","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AB444",1,5423,47.206343352388,"114361a93c4f998aabd0d68a2ac7d0d3","rep_cluster_2350","CP041342_00001","MOBP","NC_019076_00002","-","-","MOBP","KR905387","mobilizable","AP019767",0.00149601,"Escherichia coli O111:H-","AB444","AK228","multi-phylla","Actinobacteria,Bacteroidetes,Firmicutes,Proteobacteria","multi-phylla","Actinobacteria,Bacteroidetes,Firmicutes,Proteobacteria","genus","Escherichia","6263753; 17122402; 26802429"
"EC-B1-2402-C3-H-CuP-CeN_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AB690",2,6188,41.6289592760181,"3ba37e5be3a0feae2bce84fb0b2ce973","Col(MG828)","NC_008486","-","-","-","-","-","-","non-mobilizable","CP005932",0.0384495,"Escherichia coli APEC IMT5155","AB690","-","order","Enterobacterales","order","Enterobacterales","genus","Escherichia",30761100
"EC-B1-2402-C3-H-CuP-CeN_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AC977",1,43610,45.6294427883513,"ec21c3e4e1a4536a91029f6d0834b51c","rep_cluster_2175","CP033354_00003","MOBP","NC_022650_00002","MPF_T","NC_023907_00079,NC_023907_00045,NC_023907_00043","-","-","conjugative","CP033354",0.0028554,"Salmonella enterica subsp. enterica","AC977","AM370","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AA313",2,71944,50.6352162793284,"c6a27a268f232a64d6fc2d740b6949f7","rep_cluster_2313","CP025980_00001","-","-","MPF_F","NC_009837_00049,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_019094_00090,NC_010409_00124,NC_022651_00077,NC_013437_00116","-","-","non-mobilizable","CP043740",0.0266484,"Escherichia coli","AA313","-","genus","Escherichia","genus","Escherichia","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AA579",2,9663,47.9250750284591,"141a8495e02b0e41246f2b9c672da470","rep_cluster_1778,rep_cluster_1778","001198__NC_010486_00001,001202__CP011432_00001","MOBQ","NC_011411_00002","-","-","MOBQ,MOBQ,MOBQ,MOBQ","NC_009791,NC_013327,NC_013327,NC_009791","mobilizable","KT693145",0.025484,"Escherichia coli","AA579","-","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AA378",1,93057,48.0232545644068,"bf549c0150361d240149f0569d6fd088","IncHI1B","000138__CP021336_00001","-","-","-","-","-","-","non-mobilizable","CP022733",0.0139988,"Escherichia coli","AA378","AI389","order","Enterobacterales","order","Enterobacterales","genus","Salmonella",18606786
"EC-B1-2402-C3-H-CuP-CeN_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AA979",1,5463,47.208493501739,"380d83ccf9800736fd71fcc75530148f","Col156","CP001126_00001","MOBQ","NC_019783_00003","-","-","-","-","mobilizable","NC_016840",0.0228571,"Klebsiella pneumoniae subsp. pneumoniae HS11286","AA979","AJ483","family","Enterobacteriaceae","family","Enterobacteriaceae","genus","Escherichia",25389419
"EC-B1-2402-C3-H-CuP-CeN_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AA738",3,251795,45.3730217041641,"baf228d53b24de680e0fc8f575482905","IncHI2A,rep_cluster_1088","BX664015,000340__KU353730","MOBH","NC_012555_00231","MPF_F","NC_005211_00005,NC_009838_00006,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207,NC_005211_00012","MOBH","CP016716","conjugative","CP045449",0.00741321,"Salmonella enterica subsp. enterica serovar Schwarzengrund","AA738","AJ049","order","Enterobacterales","order","Enterobacterales","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AB443",1,6085,46.1298274445357,"ae45a414e4d3edbb6f5dde29a385a051","-","-","MOBP,MOBP","NC_019076_00002,NC_017321_00002","-","-","MOBP","KY014464","mobilizable","CP035351",0.0113529,"Escherichia coli","AB443","AK226","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AB686",1,1566,50.5108556832695,"4a0367b3f4e38c54988d2c38201e0c60","Col(MG828)","NC_008486","-","-","-","-","-","-","non-mobilizable","CP029109",0.00550978,"Escherichia coli","AB686","AK565","order","Enterobacterales","order","Enterobacterales","genus","Escherichia",30761100
"EC-B1-2402-C3-H-CuP-CeN_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AD672",1,15726,54.3749205137988,"7d6dae7cb4317d09b2ec7a8f5a061f2e","-","-","-","-","-","-","-","-","non-mobilizable","CP024288",0.0450347,"Escherichia albertii","AD672","-","genus","Escherichia","genus","Escherichia","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AA163",1,3371,55.3248294274696,"7bb1217b186868bd6f8fafe421855a97","-","-","MOBP","NC_014003_00004","-","-","MOBP","NZ_CP011065","mobilizable","CP034826",0.00547692,"Salmonella sp. SSDFZ54","AA163","AH811","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HLUF_mobsuite","HLUF","Hybrid","Ligation","Unfiltered","Pilon","AB241",2,4085,54.5410036719706,"5e51ec0ac2d7ceabfd7eb45a8df31d85","-","-","-","-","-","-","MOBP,MOBP","AB027308,AB027308","mobilizable","NC_021927",0.0180108,"Salmonella enterica subsp. enterica serovar Enteritidis","AB241","AJ946","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HRF_mobsuite","HRF","Hybrid","Rapid","Filtered","Pilon","AA378",1,93057,48.0232545644068,"bf549c0150361d240149f0569d6fd088","IncHI1B","000138__CP021336_00001","-","-","-","-","-","-","non-mobilizable","CP022733",0.0139988,"Escherichia coli","AA378","AI389","order","Enterobacterales","order","Enterobacterales","genus","Salmonella",18606786
"EC-B1-2402-C3-H-CuP-CeN_HRF_mobsuite","HRF","Hybrid","Rapid","Filtered","Pilon","AB241",2,4085,54.5410036719706,"5e51ec0ac2d7ceabfd7eb45a8df31d85","-","-","-","-","-","-","MOBP,MOBP","AB027308,AB027308","mobilizable","NC_021927",0.0180108,"Salmonella enterica subsp. enterica serovar Enteritidis","AB241","AJ946","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HRF_mobsuite","HRF","Hybrid","Rapid","Filtered","Pilon","AD672",1,15726,54.3749205137988,"7d6dae7cb4317d09b2ec7a8f5a061f2e","-","-","-","-","-","-","-","-","non-mobilizable","CP024288",0.0450347,"Escherichia albertii","AD672","-","genus","Escherichia","genus","Escherichia","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HRF_mobsuite","HRF","Hybrid","Rapid","Filtered","Pilon","AA579",1,9663,47.9250750284591,"3c6b0b0b75c31a717df019a77668136f","rep_cluster_1778,rep_cluster_1778","001198__NC_010486_00001,001202__CP011432_00001","MOBQ","NC_011411_00002","-","-","MOBQ,MOBQ","NC_009791,NC_013327","mobilizable","KT693145",0.0255655,"Escherichia coli","AA579","-","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HRF_mobsuite","HRF","Hybrid","Rapid","Filtered","Pilon","AB443",1,6268,46.4901084875558,"e99383805efb04bca6ef11a029d947dc","rep_cluster_2350","CP041342_00001","MOBP,MOBP","NC_019076_00002,NC_017321_00002","-","-","MOBP","KY014464","mobilizable","CP035351",0.0104835,"Escherichia coli","AB443","AK226","multi-phylla","Actinobacteria,Bacteroidetes,Firmicutes,Proteobacteria","multi-phylla","Actinobacteria,Bacteroidetes,Firmicutes,Proteobacteria","genus","Escherichia","6263753; 17122402; 26802429"
"EC-B1-2402-C3-H-CuP-CeN_HRF_mobsuite","HRF","Hybrid","Rapid","Filtered","Pilon","AA979",1,5463,47.208493501739,"380d83ccf9800736fd71fcc75530148f","Col156","CP001126_00001","MOBQ","NC_019783_00003","-","-","-","-","mobilizable","NC_016840",0.0228571,"Klebsiella pneumoniae subsp. pneumoniae HS11286","AA979","AJ483","family","Enterobacteriaceae","family","Enterobacteriaceae","genus","Escherichia",25389419
"EC-B1-2402-C3-H-CuP-CeN_HRF_mobsuite","HRF","Hybrid","Rapid","Filtered","Pilon","AB444",1,5240,46.8129770992366,"e000f2b57eaa4405a6cc84921b15d7b4","-","-","MOBP","NC_019076_00002","-","-","MOBP","KR905387","mobilizable","AP019767",0.00232584,"Escherichia coli O111:H-","AB444","AK228","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HRF_mobsuite","HRF","Hybrid","Rapid","Filtered","Pilon","AC977",1,43610,45.6294427883513,"ec21c3e4e1a4536a91029f6d0834b51c","rep_cluster_2175","CP033354_00003","MOBP","NC_022650_00002","MPF_T","NC_023907_00079,NC_023907_00045,NC_023907_00043","-","-","conjugative","CP033354",0.0028554,"Salmonella enterica subsp. enterica","AC977","AM370","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HRF_mobsuite","HRF","Hybrid","Rapid","Filtered","Pilon","AA738",7,262802,45.7778099101225,"602696ad0efc6ffd516254c117947cec","IncHI2A,rep_cluster_1088","BX664015,000340__KU353730","MOBH","NC_012555_00231","MPF_F","NC_009838_00006,NC_005211_00005,NC_005211_00207,NC_005211_00200,NC_005211_00012,NC_005211_00030,NC_021845_00017,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_022651_00077,NC_010409_00124,NC_019094_00090","MOBH","CP016716","conjugative","CP045449",0.00888862,"Salmonella enterica subsp. enterica serovar Schwarzengrund","AA738","AJ049","order","Enterobacterales","order","Enterobacterales","order","Enterobacterales",20851899
"EC-B1-2402-C3-H-CuP-CeN_HRF_mobsuite","HRF","Hybrid","Rapid","Filtered","Pilon","AA163",1,3371,55.3248294274696,"7bb1217b186868bd6f8fafe421855a97","-","-","MOBP","NC_014003_00004","-","-","MOBP","NZ_CP011065","mobilizable","CP034826",0.00547692,"Salmonella sp. SSDFZ54","AA163","AH811","family","Enterobacteriaceae","family","Enterobacteriaceae","-","-","-"
"EC-B1-2402-C3-H-CuP-CeN_HRF_mobsuite","HRF","Hybrid","Rapid","Filtered","Pilon","AB686",1,1566,50.5108556832695,"4a0367b3f4e38c54988d2c38201e0c60","Col(MG828)","NC_008486","-","-","-","-","-","-","non-mobilizable","CP029109",0.00550978,"Escherichia coli","AB686","AK565","order","Enterobacterales","order","Enterobacterales","genus","Escherichia",30761100
"EC-B1-2402-C3-H-CuP-CeN_HRF_mobsuite","HRF","Hybrid","Rapid","Filtered","Pilon","AB690",2,6188,41.6289592760181,"3ba37e5be3a0feae2bce84fb0b2ce973","Col(MG828)","NC_008486","-","-","-","-","-","-","non-mobilizable","CP005932",0.0384495,"Escherichia coli APEC IMT5155","AB690","-","order","Enterobacterales","order","Enterobacterales","genus","Escherichia",30761100
